"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Outdegree","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.980132450331126","0.0026340485197801893","0.33555555555555555","0.6666666666666666","9","6","9","2","false","Cotter-Pyke","20.22222222222222","0","9","7","0","0.9664384330452351","false","0","Cotter-Pyke","2624","0.2297979797979798"
"3.437086092715232","1.0108388800184184E-4","0.2909441233140655","0.75","8","6","8","3","false","Denys-Mallister","13.875","0","8","5","0","0.958693456055674","false","0","Denys-Mallister","174","0.3557692307692308"
"2.986754966887417","0.0013068978769742764","0.3348115299334812","0.4642857142857143","8","6","8","2","false","Donal-Noye","20.375","0","8","6","0","0.9663261870019082","false","0","Donal-Noye","958","0.23970588235294119"
"3.3940397350993377","0.007315953357755436","0.2946341463414634","0.44871794871794873","13","6","13","7","false","Eddison-Tollett","11.538461538461538","0","13","6","0","0.9594230553372993","false","0","Eddison-Tollett","4666","0.26654740608228983"
"3.1258278145695364","0.002830205400653216","0.3199152542372881","0.48484848484848486","12","6","12","5","false","Grenn","15.833333333333334","0","12","7","0","0.9639690200920418","false","0","Grenn","2478","0.2199074074074074"
"3.437086092715232","2.2237381102388043E-4","0.2909441233140655","0.47619047619047616","7","6","7","3","false","Hobb","13.0","0","7","4","0","0.958693456055674","false","0","Hobb","278","0.325"
"2.705298013245033","0.010833415117358556","0.36964504283965727","0.4727272727272727","11","5","11","5","false","Janos-Slynt","22.90909090909091","0","11","6","0","0.9710966438433045","false","0","Janos-Slynt","7824","0.17096336499321574"
"2.728476821192053","0.047668332074498464","0.36650485436893204","0.23529411764705882","18","5","18","10","false","Jeor-Mormont","14.666666666666666","0","18","8","0","0.9707037826916601","false","0","Jeor-Mormont","21310","0.11693548387096774"
"2.3046357615894038","0.22382860568825858","0.43390804597701155","0.10256410256410256","52","5","52","28","false","Jon-Snow","10.865384615384615","0","52","24","0","0.9778875294645863","false","0","Jon-Snow","94122","0.0603781693167168"
"2.7317880794701987","0.03148616730888155","0.36606060606060603","0.22943722943722944","22","5","22","12","false","Mance-Rayder","13.045454545454545","0","22","10","0","0.9706476596699967","false","0","Mance-Rayder","15110","0.11264822134387352"
"2.9006622516556293","0.004771259986380487","0.3447488584474886","0.4666666666666667","10","6","10","6","false","Owen","15.3","0","10","4","0","0.9677853855651588","false","0","Owen","2846","0.19615384615384615"
"3.19205298013245","0.0016280459550249895","0.3132780082987552","0.48484848484848486","12","6","12","10","false","Pypar","16.416666666666668","0","12","2","0","0.962846559658772","false","0","Pypar","1530","0.23452380952380952"
"2.281456953642384","0.16643540103584123","0.43831640058055155","0.24923076923076923","26","5","26","18","false","Robert-Baratheon","22.26923076923077","0","26","8","0","0.9782803906162308","false","0","Robert-Baratheon","95784","0.10863039399624766"
"2.8178807947019866","0.04629072229775486","0.35487661574618096","0.2045977011494253","30","6","30","28","false","Samwell-Tarly","11.166666666666666","0","30","2","0","0.9691884611067461","false","0","Samwell-Tarly","25140","0.11056105610561057"
"3.73841059602649","0.0","0.2674933569530558","0.0","1","7","1","1","false","Wynton-Stout","18.0","0","1","0","0","0.9535862610842968","false","0","Wynton-Stout","0","0.0"
"2.705298013245033","0.02343196487630288","0.36964504283965727","0.3888888888888889","9","5","9","0","false","Aerys-II-Targaryen","26.22222222222222","0","9","9","0","0.9710966438433045","false","0","Aerys-II-Targaryen","10552","0.24528301886792453"
"3.5463576158940397","0.017602184275720915","0.2819794584500467","0.1","5","6","5","1","false","Arthur-Dayne","5.4","0","5","4","0","0.956841396340779","false","0","Arthur-Dayne","8040","0.25263157894736843"
"2.7119205298013247","0.006259751215893883","0.3687423687423687","0.3956043956043956","14","5","14","1","false","Brienne-of-Tarth","24.357142857142858","0","14","13","0","0.9709843977999776","false","0","Brienne-of-Tarth","3916","0.18176972281449894"
"3.7019867549668874","0.0","0.2701252236135957","0.0","1","6","1","1","false","Rossart","9.0","0","1","0","0","0.9542036143225952","false","0","Rossart","0","0.0"
"2.423841059602649","0.032705879744901564","0.412568306010929","0.2684729064039409","29","4","29","27","false","Tywin-Lannister","19.448275862068964","0","29","2","0","0.9758671006847008","false","0","Tywin-Lannister","18926","0.11816652649285113"
"2.80794701986755","0.016268659095815888","0.3561320754716981","0.38095238095238093","7","5","7","7","false","Viserys-Targaryen","20.571428571428573","0","7","0","0","0.9693568301717365","false","0","Viserys-Targaryen","10108","0.21654135338345865"
"5.039735099337748","0.0","0.19842312746386334","1.0","2","8","2","0","false","Aggo","3.0","0","2","2","0","0.9315299135705467","false","0","Aggo","0","1.0"
"4.046357615894039","0.003300257420078766","0.24713584288052376","0.6666666666666666","3","7","3","2","false","Jhogo","9.666666666666666","0","3","1","0","0.9483668200695926","false","0","Jhogo","3020","0.38666666666666666"
"4.046357615894039","0.003300257420078766","0.24713584288052376","0.6666666666666666","3","7","3","3","false","Rakharo","9.666666666666666","0","3","0","0","0.9483668200695926","false","0","Rakharo","3020","0.38666666666666666"
"3.1589403973509933","0.0","0.3165618448637317","1.0","3","5","3","0","false","Alayaya","36.333333333333336","0","3","3","0","0.9634077898754069","false","0","Alayaya","0","0.5677083333333334"
"2.8973509933774833","0.001155119732033046","0.34514285714285714","0.48484848484848486","12","5","12","1","false","Bronn","21.666666666666668","0","12","11","0","0.9678415085868223","false","0","Bronn","858","0.25793650793650796"
"2.4602649006622515","0.02457957654509986","0.4064602960969045","0.25604551920341395","38","5","38","7","false","Cersei-Lannister","17.0","0","38","31","0","0.9752497474464025","false","0","Cersei-Lannister","16786","0.11333333333333333"
"3.7880794701986753","0.0","0.263986013986014","1.0","2","6","2","0","false","Alerie-Hightower","11.5","0","2","2","0","0.9527444157593445","false","0","Alerie-Hightower","0","0.7666666666666667"
"2.8046357615894038","0.005279246540665033","0.3565525383707202","0.5151515151515151","12","5","12","3","false","Mace-Tyrell","25.333333333333332","0","12","9","0","0.9694129531933999","false","0","Mace-Tyrell","4154","0.23030303030303031"
"2.9072847682119205","0.002643019174253423","0.3439635535307517","0.6","11","5","11","5","false","Margaery-Tyrell","23.636363636363637","0","11","6","0","0.9676731395218318","false","0","Margaery-Tyrell","2486","0.2748414376321353"
"3.2417218543046356","9.793785300730724E-4","0.3084780388151175","0.8","5","6","5","0","false","Alester-Florent","13.2","0","5","5","0","0.9620047143338197","false","0","Alester-Florent","678","0.36666666666666664"
"3.2317880794701987","0.0027700612771695715","0.3094262295081967","0.5714285714285714","8","6","8","1","false","Axell-Florent","10.0","0","8","7","0","0.9621730833988101","false","0","Axell-Florent","1660","0.2777777777777778"
"2.9205298013245033","0.028365961837756463","0.3424036281179138","0.23529411764705882","17","5","17","4","false","Davos-Seaworth","8.941176470588236","0","17","13","0","0.9674486474351779","false","0","Davos-Seaworth","11212","0.12167606768734891"
"3.9072847682119205","7.333905377952813E-6","0.2559322033898305","0.8333333333333334","4","6","4","3","false","Lamprey","8.25","0","4","1","0","0.9507239869794589","false","0","Lamprey","2","0.4852941176470588"
"2.966887417218543","5.353190557976024E-4","0.3370535714285714","0.8","6","5","6","5","false","Selyse-Florent","20.0","0","6","1","0","0.9666629251318891","false","0","Selyse-Florent","390","0.28169014084507044"
"3.3443708609271523","0.0","0.299009900990099","1.0","3","6","3","0","false","Alla-Tyrell","18.0","0","3","3","0","0.9602649006622517","false","0","Alla-Tyrell","0","0.375"
"3.3443708609271523","0.0","0.299009900990099","1.0","3","6","3","1","false","Elinor-Tyrell","18.0","0","3","2","0","0.9602649006622517","false","0","Elinor-Tyrell","0","0.375"
"3.3443708609271523","0.0","0.299009900990099","1.0","3","6","3","2","false","Megga-Tyrell","18.0","0","3","1","0","0.9602649006622517","false","0","Megga-Tyrell","0","0.375"
"2.3543046357615895","0.08960324716980081","0.42475386779184243","0.15691489361702127","48","5","48","40","false","Sansa-Stark","14.4375","0","48","8","0","0.9770456841396341","false","0","Sansa-Stark","42182","0.08518244575936884"
"3.1324503311258276","0.007641282339265327","0.3192389006342495","0.4","10","6","10","6","false","Qhorin-Halfhand","16.3","0","10","4","0","0.9638567740487148","false","0","Qhorin-Halfhand","3142","0.22816901408450704"
"3.162251655629139","2.555026767031335E-4","0.3162303664921466","0.7","5","5","5","0","false","Amory-Lorch","23.6","0","5","5","0","0.9633516668537434","false","0","Amory-Lorch","140","0.34202898550724636"
"2.615894039735099","0.03295757874824815","0.38227848101265827","0.4069264069264069","22","5","22","9","false","Gregor-Clegane","21.272727272727273","0","22","13","0","0.9726119654282187","false","0","Gregor-Clegane","16528","0.15162337662337663"
"3.2350993377483444","0.004230332515675133","0.3091095189355169","0.4","6","5","6","5","false","Vargo-Hoat","14.333333333333334","0","6","1","0","0.9621169603771467","false","0","Vargo-Hoat","2874","0.28104575163398693"
"3.662251655629139","0.0","0.2730560578661845","0.0","1","6","1","0","false","Anders-Yronwood","16.0","0","1","1","0","0.9548770905825569","false","0","Anders-Yronwood","0","0.0"
"3.7847682119205297","0.006622516556291391","0.2642169728783902","0.3333333333333333","3","6","3","0","false","Andrew-Estermont","8.0","0","3","3","0","0.952800538781008","false","0","Andrew-Estermont","2562","0.42592592592592593"
"2.9900662251655628","0.007129567822894821","0.3344407530454042","0.5333333333333333","6","6","6","2","false","Edric-Storm","15.0","0","6","4","0","0.9662700639802447","false","0","Edric-Storm","3078","0.26785714285714285"
"4.781456953642384","0.0","0.20914127423822715","0.0","1","7","1","1","false","Gerald-Gower","3.0","0","1","0","0","0.9359075092602986","false","0","Gerald-Gower","0","0.0"
"3.2119205298013247","0.003212690385419064","0.311340206185567","0.5555555555555556","9","6","9","0","false","Anguy","12.555555555555555","0","9","9","0","0.962509821528791","false","0","Anguy","2796","0.29894179894179895"
"2.2582781456953644","0.09478718390397506","0.4428152492668621","0.23123123123123124","37","5","37","1","false","Arya-Stark","18.324324324324323","0","37","36","0","0.9786732517678752","false","0","Arya-Stark","44046","0.09121621621621621"
"2.956953642384106","0.005120346477400698","0.3381858902575588","0.509090909090909","11","5","11","2","false","Beric-Dondarrion","17.454545454545453","0","11","9","0","0.9668312941968795","false","0","Beric-Dondarrion","3150","0.22966507177033493"
"3.2152317880794703","2.242079644117003E-5","0.31101956745623066","0.7619047619047619","7","6","7","3","false","Greenbeard","13.857142857142858","0","7","4","0","0.9624536985071276","false","0","Greenbeard","12","0.3222591362126246"
"3.2152317880794703","1.3096259603487166E-5","0.31101956745623066","0.8571428571428571","7","6","7","5","false","Harwin","15.857142857142858","0","7","2","0","0.9624536985071276","false","0","Harwin","8","0.3687707641196013"
"3.993377483443709","0.0","0.25041459369817576","1.0","2","6","2","1","false","Husband","12.0","0","2","1","0","0.9492647884162083","false","0","Husband","0","0.8"
"3.0","0.016715283002320284","0.3333333333333333","0.3619047619047619","15","5","15","10","false","Lem","12.266666666666667","0","15","5","0","0.9661016949152542","false","0","Lem","9286","0.16944444444444445"
"2.662251655629139","0.009872168692630206","0.3756218905472637","0.44285714285714284","21","5","21","17","false","Sandor-Clegane","20.38095238095238","0","21","4","0","0.9718262431249298","false","0","Sandor-Clegane","7066","0.1741961741961742"
"3.986754966887417","5.50042903346461E-6","0.25083056478405313","0.8333333333333334","4","6","4","3","false","Sharna","9.5","0","4","1","0","0.9493770344595353","false","0","Sharna","2","0.6333333333333333"
"3.1953642384105962","0.0013666558417408567","0.31295336787564765","0.5555555555555556","9","6","9","9","false","Tom-of-Sevenstreams","11.666666666666666","0","9","0","0","0.9627904366371085","false","0","Tom-of-Sevenstreams","1364","0.2536231884057971"
"3.301324503311258","0.0","0.3029087261785356","0.0","1","6","1","0","false","Arson","52.0","0","1","1","0","0.960994499943877","false","0","Arson","0","0.0"
"3.980132450331126","0.0048974388138242715","0.2512479201331115","0.42857142857142855","8","6","8","0","false","Arstan","8.125","0","8","8","0","0.9494892805028623","false","0","Arstan","6342","0.2801724137931034"
"4.033112582781457","0.002244713145823484","0.24794745484400657","0.42857142857142855","7","7","7","1","false","Belwas","8.142857142857142","0","7","6","0","0.9485913121562465","false","0","Belwas","3096","0.32571428571428573"
"4.966887417218543","0.0","0.20133333333333334","1.0","2","7","2","2","false","Illyrio-Mopatis","7.5","0","2","0","0","0.9327646200471433","false","0","Illyrio-Mopatis","0","0.75"
"4.0364238410596025","4.400343226771688E-5","0.24774405250205087","0.7333333333333333","6","7","6","4","false","Jhiqui","10.166666666666666","0","6","2","0","0.948535189134583","false","0","Jhiqui","16","0.4066666666666667"
"3.7350993377483444","0.004766582912054839","0.26773049645390073","0.3333333333333333","12","6","12","9","false","Jorah-Mormont","7.083333333333333","0","12","3","0","0.9536423841059603","false","0","Jorah-Mormont","3320","0.21464646464646464"
"4.049668874172186","0.0","0.24693376941946032","1.0","2","7","2","2","false","Kraznys-mo-Nakloz","16.0","0","2","0","0","0.948310697047929","false","0","Kraznys-mo-Nakloz","0","0.64"
"4.039735099337748","0.006622516556291391","0.24754098360655738","0.5","4","7","4","4","false","Mero","11.25","0","4","0","0","0.9484790661129195","false","0","Mero","3314","0.44"
"3.0927152317880795","0.015011610460995063","0.3233404710920771","0.25","8","5","8","5","false","Rhaegar-Targaryen","11.375","0","8","3","0","0.9645302503086767","false","0","Rhaegar-Targaryen","11000","0.20601851851851852"
"3.152317880794702","0.01705146748893346","0.3172268907563025","0.3333333333333333","4","5","4","2","false","Gerold-Hightower","14.75","0","4","2","0","0.9635200359187338","false","0","Gerold-Hightower","6600","0.2783018867924528"
"4.102649006622516","0.013201029680315064","0.2437449556093624","0.3333333333333333","4","6","4","3","false","Lewyn-Martell","3.25","0","4","1","0","0.9474127287013133","false","0","Lewyn-Martell","5224","0.3611111111111111"
"4.5364238410596025","0.006622516556291391","0.22043795620437956","0.0","2","7","2","2","false","Smiling-Knight","3.0","0","2","0","0","0.9400606128633966","false","0","Smiling-Knight","2884","0.5"
"2.506622516556291","0.040118545687188464","0.3989431968295905","0.2647058823529412","17","5","17","2","false","Bran-Stark","21.352941176470587","0","17","15","0","0.9744640251431137","false","0","Bran-Stark","19594","0.11764705882352941"
"2.9635761589403975","3.9166672015255314E-4","0.33743016759776534","0.6190476190476191","7","5","7","1","false","Brynden-Tully","26.142857142857142","0","7","6","0","0.9667190481535526","false","0","Brynden-Tully","340","0.28110599078341014"
"2.9503311258278146","0.0","0.3389450056116723","1.0","10","5","10","2","false","Dunsen","22.5","0","10","8","0","0.9669435402402065","false","0","Dunsen","0","0.2848101265822785"
"2.3443708609271523","0.019580719703792798","0.4265536723163842","0.5166666666666667","16","5","16","5","false","Eddard-Stark","32.125","0","16","11","0","0.9772140532046246","false","0","Eddard-Stark","14700","0.16275380710659898"
"2.870860927152318","4.890918058060368E-4","0.3483275663206459","0.6944444444444444","9","5","9","4","false","Elmar-Frey","28.0","0","9","5","0","0.9682904927601301","false","0","Elmar-Frey","472","0.25688073394495414"
"2.993377483443709","0.008845004877821127","0.33407079646017696","0.509090909090909","11","5","11","2","false","Gendry","13.454545454545455","0","11","9","0","0.9662139409585812","false","0","Gendry","3946","0.23444976076555024"
"3.225165562913907","9.05971906936597E-4","0.3100616016427105","0.8","5","6","5","2","false","Hot-Pie","15.2","0","5","3","0","0.9622853294421372","false","0","Hot-Pie","974","0.3619047619047619"
"2.8675496688741724","1.6552071327914308E-4","0.348729792147806","0.9272727272727272","11","5","11","4","false","Ilyn-Payne","25.727272727272727","0","11","7","0","0.9683466157817936","false","0","Ilyn-Payne","202","0.28585858585858587"
"3.2549668874172184","0.0","0.3072227873855544","0.0","1","6","1","1","false","Mad-Huntsman","37.0","0","1","0","0","0.9617802222471658","false","0","Mad-Huntsman","0","0.0"
"2.748344370860927","0.00118347538440603","0.363855421686747","0.6761904761904762","15","5","15","8","false","Meryn-Trant","25.8","0","15","7","0","0.9703670445616792","false","0","Meryn-Trant","1088","0.22434782608695653"
"3.0298013245033113","0.0","0.3300546448087432","1.0","3","5","3","2","false","Mycah","36.0","0","3","1","0","0.9655965877202829","false","0","Mycah","0","0.5454545454545454"
"3.172185430463576","0.006622516556291391","0.31524008350730687","0.3333333333333333","3","6","3","3","false","Nan","18.333333333333332","0","3","0","0","0.9631832977887529","false","0","Nan","2052","0.4"
"3.2549668874172184","0.0","0.3072227873855544","0.0","1","6","1","1","false","Pate-(Old)","37.0","0","1","0","0","0.9617802222471658","false","0","Pate-(Old)","0","0.0"
"2.9006622516556293","2.5800168379973813E-4","0.3447488584474886","0.9090909090909091","11","5","11","7","false","Polliver","24.727272727272727","0","11","4","0","0.9677853855651588","false","0","Polliver","234","0.26588465298142716"
"2.9503311258278146","0.0","0.3389450056116723","1.0","10","5","10","8","false","Rafford","22.5","0","10","2","0","0.9669435402402065","false","0","Rafford","0","0.2848101265822785"
"3.2549668874172184","0.0","0.3072227873855544","0.0","1","6","1","1","false","Ravella-Swann","37.0","0","1","0","0","0.9617802222471658","false","0","Ravella-Swann","0","0.0"
"2.8741721854304636","6.521118957440794E-4","0.347926267281106","0.6666666666666666","7","6","7","4","false","Rickon-Stark","24.857142857142858","0","7","3","0","0.9682343697384667","false","0","Rickon-Stark","358","0.22597402597402597"
"2.685430463576159","0.008796282358128462","0.3723797780517879","0.37142857142857144","15","5","15","10","false","Roose-Bolton","21.933333333333334","0","15","5","0","0.9714333819732854","false","0","Roose-Bolton","6024","0.15555555555555556"
"2.890728476821192","0.0048822431081293055","0.3459335624284078","0.5555555555555556","9","5","9","9","false","Thoros-of-Myr","19.444444444444443","0","9","0","0","0.9679537546301492","false","0","Thoros-of-Myr","2590","0.24005486968449932"
"2.9503311258278146","0.0","0.3389450056116723","1.0","10","5","10","10","false","Tickler","22.5","0","10","0","0","0.9669435402402065","false","0","Tickler","0","0.2848101265822785"
"2.7649006622516556","0.009013360171194534","0.36167664670658684","0.4722222222222222","9","5","9","5","false","Melisandre","22.333333333333332","0","9","4","0","0.9700864294533618","false","0","Melisandre","4538","0.18457300275482094"
"3.910596026490066","0.0","0.25571549534292976","1.0","3","6","3","3","false","Porridge","9.666666666666666","0","3","0","0","0.9506678639577955","false","0","Porridge","0","0.5686274509803921"
"3.2417218543046356","1.4667810755905625E-5","0.3084780388151175","0.8","5","6","5","4","false","Salladhor-Saan","13.6","0","5","1","0","0.9620047143338197","false","0","Salladhor-Saan","4","0.37777777777777777"
"3.274834437086093","0.0","0.30535894843276035","0.0","1","6","1","0","false","Azor-Ahai","31.0","0","1","1","0","0.9614434841171848","false","0","Azor-Ahai","0","0.0"
"3.1026490066225167","0.0","0.3223052294557097","1.0","3","5","3","0","false","Baelor-I-Targaryen","48.333333333333336","0","3","3","0","0.9643618812436862","false","0","Baelor-I-Targaryen","0","0.6277056277056277"
"3.1754966887417218","0.006622516556291391","0.3149113660062565","0.0","2","5","2","0","false","Ballabar","30.0","0","2","2","0","0.9631271747670894","false","0","Ballabar","1760","0.5"
"4.172185430463577","0.0","0.23968253968253966","0.0","1","6","1","1","false","Frenken","2.0","0","1","0","0","0.94623414524638","false","0","Frenken","0","0.0"
"2.9536423841059603","0.0","0.33856502242152464","1.0","3","5","3","0","false","Balon-Greyjoy","36.333333333333336","0","3","3","0","0.966887417218543","false","0","Balon-Greyjoy","0","0.43253968253968256"
"2.877483443708609","6.915383850994055E-5","0.3475258918296893","0.8666666666666667","6","5","6","0","false","Balon-Swann","30.333333333333332","0","6","6","0","0.9681782467168032","false","0","Balon-Swann","138","0.337037037037037"
"3.0397350993377485","3.2337687174764464E-5","0.3289760348583878","0.6666666666666666","7","5","7","1","false","Boros-Blount","27.0","0","7","6","0","0.9654282186552924","false","0","Boros-Blount","18","0.3253012048192771"
"2.80794701986755","0.0010011617316492457","0.3561320754716981","0.5","13","5","13","6","false","Loras-Tyrell","21.46153846153846","0","13","7","0","0.9693568301717365","false","0","Loras-Tyrell","896","0.20636094674556213"
"2.827814569536424","6.444098488277935E-5","0.35362997658079626","0.8214285714285714","8","5","8","6","false","Osmund-Kettleblack","34.25","0","8","2","0","0.9690200920417555","false","0","Osmund-Kettleblack","38","0.3325242718446602"
"3.8112582781456954","0.0","0.26238053866203304","1.0","2","7","2","0","false","Bannen","18.0","0","2","2","0","0.9523515546077002","false","0","Bannen","0","0.6"
"3.543046357615894","4.1689245812639113E-4","0.2822429906542056","0.6666666666666666","6","6","6","2","false","Dywen","13.333333333333334","0","6","4","0","0.9568975193624425","false","0","Dywen","320","0.3418803418803419"
"2.9006622516556293","0.014154701616298494","0.3447488584474886","0.4","5","5","5","0","false","Barristan-Selmy","22.2","0","5","5","0","0.9677853855651588","false","0","Barristan-Selmy","10608","0.2846153846153846"
"3.7781456953642385","1.3689956705511918E-5","0.26468010517090274","0.9","5","7","5","0","false","Bedwyck","14.8","0","5","5","0","0.952912784824335","false","0","Bedwyck","8","0.4111111111111111"
"3.1125827814569536","0.01154307518382648","0.32127659574468087","0.2948717948717949","13","6","13","3","false","Craster","13.846153846153847","0","13","10","0","0.9641935121786958","false","0","Craster","5750","0.18607068607068608"
"4.039735099337748","3.52027458141735E-5","0.24754098360655738","0.6666666666666666","3","7","3","1","false","Ben-Plumm","12.666666666666666","0","3","2","0","0.9484790661129195","false","0","Ben-Plumm","12","0.4691358024691358"
"4.049668874172186","0.0","0.24693376941946032","1.0","2","7","2","2","false","Oznak-zo-Pahl","15.5","0","2","0","0","0.948310697047929","false","0","Oznak-zo-Pahl","0","0.62"
"4.029801324503311","0.013230365301826875","0.24815119145439604","0.38095238095238093","7","7","7","1","false","Daario-Naharis","7.571428571428571","0","7","6","0","0.94864743517791","false","0","Daario-Naharis","6578","0.29120879120879123"
"2.8609271523178808","0.0014653248538199952","0.34953703703703703","0.5","4","6","4","0","false","Benjen-Stark","28.25","0","4","4","0","0.9684588618251208","false","0","Benjen-Stark","1466","0.32848837209302323"
"3.73841059602649","0.0","0.2674933569530558","1.0","2","6","2","1","false","Jack-Bulwer","10.0","0","2","1","0","0.9535862610842968","false","0","Jack-Bulwer","0","0.7142857142857143"
"3.2980132450331126","0.0","0.3032128514056225","1.0","2","6","2","0","false","Big-Boil","31.0","0","2","2","0","0.9610506229655404","false","0","Big-Boil","0","0.5961538461538461"
